verb_id,словарная_форма,чтение,romaji,значение_ru,jlpt,тип_глагола,основа_romaji,masu_основа,простая_прошедшая,te_форма,nai_форма,условная_ba,условная_tara,потенциальная_словарная,потенциальная_разг_без_ra,страдательная_словарная,побудительная_словарная,побудительно_страдательная_словарная,повелительная,запретительная,волевая,tai_база,nakereba,nakya,nakucha,ru_inf_ipf,ru_inf_pf,ru_present_1sg,ru_future_1sg,ru_past_ipf_mf,ru_past_pf_mf,ru_future_pf_1sg,ru_conditional_pf_1sg,ru_gerund_pf,ru_imperative_2sg,ru_1pl_pf,ru_passive_hint,ru_causative_hint,ru_causative_passive_hint,chunk_base_jp,chunk_neg_base_jp,chunk_dict_medium_jp,chunk_dict_medium_label,chunk_dict_hard_jp,chunk_dict_hard_label,chunk_masu_link_jp,chunk_masu_link_label,chunk_nai_link_jp,chunk_nai_link_label,chunk_ba_link_medium_jp,chunk_ba_link_medium_label,chunk_ba_link_hard_jp,chunk_ba_link_hard_label,chunk_te_medium_jp,chunk_te_medium_label,chunk_te_hard_jp,chunk_te_hard_label,chunk_ta_medium_jp,chunk_ta_medium_label,chunk_ta_hard_jp,chunk_ta_hard_label,chunk_potential_medium_jp,chunk_potential_medium_label,chunk_potential_hard_jp,chunk_potential_hard_label,chunk_passive_medium_jp,chunk_passive_medium_label,chunk_passive_hard_jp,chunk_passive_hard_label,chunk_causative_medium_jp,chunk_causative_medium_label,chunk_causative_hard_jp,chunk_causative_hard_label,chunk_causative_passive_medium_jp,chunk_causative_passive_medium_label,chunk_causative_passive_hard_jp,chunk_causative_passive_hard_label,chunk_imperative_medium_jp,chunk_imperative_medium_label,chunk_imperative_hard_jp,chunk_imperative_hard_label,chunk_volitional_medium_jp,chunk_volitional_medium_label,chunk_volitional_hard_jp,chunk_volitional_hard_label,chunk_stem_distractors_label,chunk_ranuki_medium_jp,chunk_ranuki_medium_label,chunk_ranuki_hard_jp,chunk_ranuki_hard_label
sakeru,避ける,さける,sakeru,избегать,N3,ichidan,sake,避け,避けた,避けて,避けない,避ければ,避けたら,避けられる,避けれる,避けられる,避けさせる,避けさせられる,避けろ,避けるな,避けよう,避けたい,避けなければ,避けなきゃ,避けなくちゃ,избегать,избежать,избегаю,буду избегать,избегал(а),избежал(а),избегу,избегу,избежав,избегай,избежим,пассив: действие «избегать» направлено на субъект,заставить / разрешить: избежать,быть вынужденным: избежать,避け,避け,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re
sasaru,刺さる,ささる,sasaru,втыкаться; застревать,N3,godan-ru,sasa,刺さり,刺さった,刺さって,刺さらない,刺されば,刺さったら,刺される,,刺さられる,刺さらせる,刺さらせられる,刺され,刺さるな,刺さろう,刺さりたい,刺さらなければ,刺さらなきゃ,刺さらなくちゃ,втыкаться / застревать,воткнуться / застрять,втыкается / застревает,буду втыкаться / застревать,втыкалось / застревало,воткнулось / застряло,воткнётся / застрянет,воткнётся / застрянет,воткнувшись / застряв,—,—,пассив: действие «втыкаться / застревать» направлено на субъект,заставить / разрешить: воткнуться / застрять,быть вынужденным: воткнуться / застрять,刺さ,刺さ,る,ru,る,ru,り,ri,ら,ra,れ,re,れ,re,って,tte,って,tte,った,tta,った,tta,れ,re,れ,re,られ,rare,ら|れ,ra|re,らせ,rase,ら|せ,ra|se,らせられ,raserare,ら|せ|ら|れ,ra|se|ra|re,れ,re,れ,re,ろう,rou,ろ|う,ro|u,ra|ri|re|ro,,,,
sasu_2,刺す,さす,sasu,колоть; жалить,N3,godan-su,sas,刺し,刺した,刺して,刺さない,刺せば,刺したら,刺せる,,刺される,刺させる,刺させられる,刺せ,刺すな,刺そう,刺したい,刺さなければ,刺さなきゃ,刺さなくちゃ,колоть / жалить,уколоть / ужалить,колю / жалю,буду колоть / жалить,колол(а) / жалил(а),уколол(а) / ужалил(а),уколю / ужалю,уколю / ужалю,уколов / ужалив,не коли,не уколем,пассив: действие «колоть / жалить» направлено на субъект,заставить / разрешить: уколоть / ужалить,быть вынужденным: уколоть / ужалить,刺,刺,す,su,す,su,し,shi,さ,sa,せ,se,せ,se,して,shite,して,shite,した,shita,した,shita,せ,se,せ,se,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,せ,se,せ,se,そう,sou,そ|う,so|u,sa|shi|se|so,,,,
sasu_3,指す,さす,sasu,указывать,N3,godan-su,sas,指し,指した,指して,指さない,指せば,指したら,指せる,,指される,指させる,指させられる,指せ,指すな,指そう,指したい,指さなければ,指さなきゃ,指さなくちゃ,указывать,указать,указываю,буду указывать,указывал(а),указал(а),укажу,укажу,указав,укажи,укажем,пассив: действие «указывать» направлено на субъект,заставить / разрешить: указать,быть вынужденным: указать,指,指,す,su,す,su,し,shi,さ,sa,せ,se,せ,se,して,shite,して,shite,した,shita,した,shita,せ,se,せ,se,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,せ,se,せ,se,そう,sou,そ|う,so|u,sa|shi|se|so,,,,
sasou,誘う,さそう,sasou,приглашать,N3,godan-u,saso,誘い,誘った,誘って,誘わない,誘えば,誘ったら,誘える,,誘われる,誘わせる,誘わせられる,誘え,誘うな,誘おう,誘いたい,誘わなければ,誘わなきゃ,誘わなくちゃ,приглашать,пригласить,приглашаю,буду приглашать,приглашал(а),пригласил(а),приглашу,приглашу,пригласив,пригласи,пригласим,пассив: действие «приглашать» направлено на субъект,заставить / разрешить: пригласить,быть вынужденным: пригласить,誘,誘,う,u,う,u,い,i,わ,wa,え,e,え,e,って,tte,って,tte,った,tta,った,tta,え,e,え,e,われ,ware,わ|れ,wa|re,わせ,wase,わ|せ,wa|se,わせられ,waserare,わ|せ|ら|れ,wa|se|ra|re,え,e,え,e,おう,ou,お|う,o|u,wa|i|e|o,,,,
samasu,冷ます,さます,samasu,остужать,N3,godan-su,samas,冷まし,冷ました,冷まして,冷まさない,冷ませば,冷ましたら,冷ませる,,冷まされる,冷まさせる,冷まさせられる,冷ませ,冷ますな,冷まそう,冷ましたい,冷まさなければ,冷まさなきゃ,冷まさなくちゃ,остужать,остудить,остужаю,буду остужать,остужал(а),остудил(а),остужу,остужу,остудив,остуди,остудим,пассив: действие «остужать» направлено на субъект,заставить / разрешить: остудить,быть вынужденным: остудить,冷ま,冷ま,す,su,す,su,し,shi,さ,sa,せ,se,せ,se,して,shite,して,shite,した,shita,した,shita,せ,se,せ,se,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,せ,se,せ,se,そう,sou,そ|う,so|u,sa|shi|se|so,,,,
samasu_2,覚ます,さます,samasu,будить; пробуждать,N3,godan-su,samas,覚まし,覚ました,覚まして,覚まさない,覚ませば,覚ましたら,覚ませる,,覚まされる,覚まさせる,覚まさせられる,覚ませ,覚ますな,覚まそう,覚ましたい,覚まさなければ,覚まさなきゃ,覚まさなくちゃ,будить / пробуждать,разбудить / пробудить,бужу / пробуждаю,буду будить / пробуждать,будил(а) / пробуждал(а),разбудил(а) / пробудил(а),разбужу / пробужу,разбужу / пробужу,разбудив / пробудив,разбуди / пробуди,разбудим / пробудим,пассив: действие «будить / пробуждать» направлено на субъект,заставить / разрешить: разбудить / пробудить,быть вынужденным: разбудить / пробудить,覚ま,覚ま,す,su,す,su,し,shi,さ,sa,せ,se,せ,se,して,shite,して,shite,した,shita,した,shita,せ,se,せ,se,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,せ,se,せ,se,そう,sou,そ|う,so|u,sa|shi|se|so,,,,
sameru,冷める,さめる,sameru,остывать; проходить (о чувстве),N3,ichidan,same,冷め,冷めた,冷めて,冷めない,冷めれば,冷めたら,冷められる,冷めれる,冷められる,冷めさせる,冷めさせられる,冷めろ,冷めるな,冷めよう,冷めたい,冷めなければ,冷めなきゃ,冷めなくちゃ,остывать / проходить,остыть / пройти,остывает / проходит,буду остывать / проходить,остывало / проходило,остыло / прошло,остынет / пройдёт,остынет / пройдёт,остыв / пройдя,—,—,пассив: действие «остывать / проходить» направлено на субъект,заставить / разрешить: остыть / пройти,быть вынужденным: остыть / пройти,冷め,冷め,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re
sameru_2,覚める,さめる,sameru,просыпаться,N3,ichidan,same,覚め,覚めた,覚めて,覚めない,覚めれば,覚めたら,覚められる,覚めれる,覚められる,覚めさせる,覚めさせられる,覚めろ,覚めるな,覚めよう,覚めたい,覚めなければ,覚めなきゃ,覚めなくちゃ,просыпаться,проснуться,просыпаюсь,буду просыпаться,просыпался(ась),проснулся(ась),проснусь,проснусь,проснувшись,проснись,проснёмся,пассив: действие «просыпаться» направлено на субъект,заставить / разрешить: проснуться,быть вынужденным: проснуться,覚め,覚め,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re
saru,去る,さる,saru,уходить; покидать,N3,godan-ru,sa,去り,去った,去って,去らない,去れば,去ったら,去れる,,去られる,去らせる,去らせられる,去れ,去るな,去ろう,去りたい,去らなければ,去らなきゃ,去らなくちゃ,уходить / покидать,уйти / покинуть,ухожу / покидаю,буду уходить / покидать,уходил(а) / покидал(а),ушёл / ушла; покинул(а),уйду / покину,уйду / покину,уйдя / покинув,уйди / покинь,уйдём / покинем,пассив: действие «уходить / покидать» направлено на субъект,заставить / разрешить: уйти / покинуть,быть вынужденным: уйти / покинуть,去,去,る,ru,る,ru,り,ri,ら,ra,れ,re,れ,re,って,tte,って,tte,った,tta,った,tta,れ,re,れ,re,られ,rare,ら|れ,ra|re,らせ,rase,ら|せ,ra|se,らせられ,raserare,ら|せ|ら|れ,ra|se|ra|re,れ,re,れ,re,ろう,rou,ろ|う,ro|u,ra|ri|re|ro,,,,
sankasuru,参加する,さんかする,sankasuru,участвовать,N3,suru,sankasu,参加し,参加した,参加して,参加しない,参加すれば,参加したら,参加できる,,参加される,参加させる,参加させられる,参加しろ,参加するな,参加しよう,参加したい,参加しなければ,参加しなきゃ,参加しなくちゃ,участвовать,поучаствовать,участвую,буду участвовать,участвовал(а),поучаствовал(а),поучаствую,поучаствую,поучаствовав,участвуй,поучаствуем,пассив: действие «участвовать» направлено на субъект,заставить / разрешить: поучаствовать,быть вынужденным: поучаствовать,参加,参加,する,suru,す|る,su|ru,し,shi,し,shi,すれ,sure,す|れ,su|re,して,shite,し|て,shi|te,した,shita,し|た,shi|ta,でき,deki,でき,deki,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,しろ,shiro,し|ろ,shi|ro,しよう,shiyou,し|よ|う,shi|yo|u,shi|su|deki|sa,,,,
shizumu,沈む,しずむ,shizumu,тонуть; погружаться,N3,godan-mu,shizum,沈み,沈んだ,沈んで,沈まない,沈めば,沈んだら,沈める,,沈まれる,沈ませる,沈ませられる,沈め,沈むな,沈もう,沈みたい,沈まなければ,沈まなきゃ,沈まなくちゃ,тонуть / погружаться,утонуть / погрузиться,тону / погружаюсь,буду тонуть / погружаться,тонул(а) / погружался(ась),утонул(а) / погрузился(ась),утону / погружусь,утону / погружусь,утонув / погрузившись,не тони,не утонем,пассив: действие «тонуть / погружаться» направлено на субъект,заставить / разрешить: утонуть / погрузиться,быть вынужденным: утонуть / погрузиться,沈,沈,む,mu,む,mu,み,mi,ま,ma,め,me,め,me,んで,nで,んで,nで,んだ,nだ,んだ,nだ,め,me,め,me,まれ,mare,ま|れ,ma|re,ませ,mase,ま|せ,ma|se,ませられ,maserare,ま|せ|ら|れ,ma|se|ra|re,め,me,め,me,もう,mou,も|う,mo|u,ma|mi|me|mo,,,,
shitagau,従う,したがう,shitagau,следовать; подчиняться,N3,godan-u,shitaga,従い,従った,従って,従わない,従えば,従ったら,従える,,従われる,従わせる,従わせられる,従え,従うな,従おう,従いたい,従わなければ,従わなきゃ,従わなくちゃ,следовать / подчиняться,последовать / подчиниться,следую / подчиняюсь,буду следовать / подчиняться,следовал(а) / подчинялся(ась),последовал(а) / подчинился(ась),последую / подчинюсь,последую / подчинюсь,последовав / подчинившись,следуй / подчинись,последуем / подчинимся,пассив: действие «следовать / подчиняться» направлено на субъект,заставить / разрешить: последовать / подчиниться,быть вынужденным: последовать / подчиниться,従,従,う,u,う,u,い,i,わ,wa,え,e,え,e,って,tte,って,tte,った,tta,った,tta,え,e,え,e,われ,ware,わ|れ,wa|re,わせ,wase,わ|せ,wa|se,わせられ,waserare,わ|せ|ら|れ,wa|se|ra|re,え,e,え,e,おう,ou,お|う,o|u,wa|i|e|o,,,,
shippaisuru,失敗する,しっぱいする,shippaisuru,терпеть неудачу; ошибаться,N3,suru,shippaisu,失敗し,失敗した,失敗して,失敗しない,失敗すれば,失敗したら,失敗できる,,失敗される,失敗させる,失敗させられる,失敗しろ,失敗するな,失敗しよう,失敗したい,失敗しなければ,失敗しなきゃ,失敗しなくちゃ,терпеть неудачу / ошибаться,потерпеть неудачу / ошибиться,терплю неудачу / ошибаюсь,буду терпеть неудачу / ошибаться,терпел(а) неудачу / ошибался(ась),потерпел(а) неудачу / ошибся(лась),потерплю неудачу / ошибусь,потерплю неудачу / ошибусь,потерпев неудачу / ошибившись,не ошибись,не ошибёмся,пассив: действие «терпеть неудачу / ошибаться» направлено на субъект,заставить / разрешить: потерпеть неудачу / ошибиться,быть вынужденным: потерпеть неудачу / ошибиться,失敗,失敗,する,suru,す|る,su|ru,し,shi,し,shi,すれ,sure,す|れ,su|re,して,shite,し|て,shi|te,した,shita,し|た,shi|ta,でき,deki,でき,deki,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,しろ,shiro,し|ろ,shi|ro,しよう,shiyou,し|よ|う,shi|yo|u,shi|su|deki|sa,,,,
shitsumonsuru,質問する,しつもんする,shitsumonsuru,задавать вопрос,N3,suru,shitsumonsu,質問し,質問した,質問して,質問しない,質問すれば,質問したら,質問できる,,質問される,質問させる,質問させられる,質問しろ,質問するな,質問しよう,質問したい,質問しなければ,質問しなきゃ,質問しなくちゃ,задавать вопрос,задать вопрос,задаю вопрос,буду задавать вопрос,задавал(а) вопрос,задал(а) вопрос,задам вопрос,задам вопрос,задав вопрос,задай вопрос,зададим вопрос,пассив: действие «задавать вопрос» направлено на субъект,заставить / разрешить: задать вопрос,быть вынужденным: задать вопрос,質問,質問,する,suru,す|る,su|ru,し,shi,し,shi,すれ,sure,す|れ,su|re,して,shite,し|て,shi|te,した,shita,し|た,shi|ta,でき,deki,でき,deki,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,しろ,shiro,し|ろ,shi|ro,しよう,shiyou,し|よ|う,shi|yo|u,shi|su|deki|sa,,,,
shiharau,支払う,しはらう,shiharau,"платить, оплачивать",N3,godan-u,shihara,支払い,支払った,支払って,支払わない,支払えば,支払ったら,支払える,,支払われる,支払わせる,支払わせられる,支払え,支払うな,支払おう,支払いたい,支払わなければ,支払わなきゃ,支払わなくちゃ,платить / оплачивать,заплатить / оплатить,плачу / оплачиваю,буду платить / оплачивать,платил(а) / оплачивал(а),заплатил(а) / оплатил(а),заплачу / оплачу,заплачу / оплачу,заплатив / оплатив,заплати / оплати,заплатим / оплатим,быть подвергнутым действию «платить / оплачивать»,заставить / разрешить: заплатить / оплатить,быть вынужденным: заплатить / оплатить,支払,支払,う,u,う,u,い,i,わ,wa,え,e,え,e,って,tte,って,tte,った,tta,った,tta,え,e,え,e,われ,ware,わ|れ,wa|re,わせ,wase,わ|せ,wa|se,わせられ,waserare,わ|せ|ら|れ,wa|se|ra|re,え,e,え,e,おう,ou,お|う,o|u,wa|i|e|o,,,,
shimesu,示す,しめす,shimesu,"показывать, указывать",N3,godan-su,shimes,示し,示した,示して,示さない,示せば,示したら,示せる,,示される,示させる,示させられる,示せ,示すな,示そう,示したい,示さなければ,示さなきゃ,示さなくちゃ,показывать / указывать,показать / указать,показываю / указываю,буду показывать / указывать,показывал(а) / указывал(а),показал(а) / указал(а),покажу / укажу,покажу / укажу,показав / указав,покажи / укажи,покажем / укажем,быть подвергнутым действию «показывать / указывать»,заставить / разрешить: показать / указать,быть вынужденным: показать / указать,示,示,す,su,す,su,し,shi,さ,sa,せ,se,せ,se,して,shite,して,shite,した,shita,した,shita,せ,se,せ,se,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,せ,se,せ,se,そう,sou,そ|う,so|u,sa|shi|se|so,,,,
shimeru_3,占める,しめる,shimeru,занимать долю; составлять,N3,ichidan,shime,占め,占めた,占めて,占めない,占めれば,占めたら,占められる,占めれる,占められる,占めさせる,占めさせられる,占めろ,占めるな,占めよう,占めたい,占めなければ,占めなきゃ,占めなくちゃ,занимать / составлять,занять / составить,занимает / составляет,буду занимать / составлять,занимало / составляло,заняло / составило,займёт / составит,займёт / составит,заняв / составив,—,—,пассив: действие «занимать / составлять» направлено на субъект,заставить / разрешить: занять / составить,быть вынужденным: занять / составить,占め,占め,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re
shimeru_4,湿る,しめる,shimeru,сыреть; быть влажным,N3,godan-ru,shime,湿り,湿った,湿って,湿らない,湿れば,湿ったら,湿れる,,湿られる,湿らせる,湿らせられる,湿れ,湿るな,湿ろう,湿りたい,湿らなければ,湿らなきゃ,湿らなくちゃ,сыреть,отсыреть,сыреет,буду сыреть,сырело,отсырело,отсыреет,отсыреет,отсырев,—,—,пассив: действие «сыреть» направлено на субъект,заставить / разрешить: отсыреть,быть вынужденным: отсыреть,湿,湿,る,ru,る,ru,り,ri,ら,ra,れ,re,れ,re,って,tte,って,tte,った,tta,った,tta,れ,re,れ,re,られ,rare,ら|れ,ra|re,らせ,rase,ら|せ,ra|se,らせられ,raserare,ら|せ|ら|れ,ra|se|ra|re,れ,re,れ,re,ろう,rou,ろ|う,ro|u,ra|ri|re|ro,,,,
shaberu,しゃべる,しゃべる,shaberu,болтать; разговаривать,N3,godan-ru,shabe,しゃべり,しゃべった,しゃべって,しゃべらない,しゃべれば,しゃべったら,しゃべれる,,しゃべられる,しゃべらせる,しゃべらせられる,しゃべれ,しゃべるな,しゃべろう,しゃべりたい,しゃべらなければ,しゃべらなきゃ,しゃべらなくちゃ,болтать / разговаривать,поболтать / поговорить,болтаю / разговариваю,буду болтать / разговаривать,болтал(а) / разговаривал(а),поболтал(а) / поговорил(а),поболтаю / поговорю,поболтаю / поговорю,поболтав / поговорив,болтай / поговори,поболтаем / поговорим,пассив: действие «болтать / разговаривать» направлено на субъект,заставить / разрешить: поболтать / поговорить,быть вынужденным: поболтать / поговорить,しゃべ,しゃべ,る,ru,る,ru,り,ri,ら,ra,れ,re,れ,re,って,tte,って,tte,った,tta,った,tta,れ,re,れ,re,られ,rare,ら|れ,ra|re,らせ,rase,ら|せ,ra|se,らせられ,raserare,ら|せ|ら|れ,ra|se|ra|re,れ,re,れ,re,ろう,rou,ろ|う,ro|u,ra|ri|re|ro,,,,
shuppatsusuru,出発する,しゅっぱつする,shuppatsusuru,отправляться,N3,suru,shuppatsusu,出発し,出発した,出発して,出発しない,出発すれば,出発したら,出発できる,,出発される,出発させる,出発させられる,出発しろ,出発するな,出発しよう,出発したい,出発しなければ,出発しなきゃ,出発しなくちゃ,отправляться,отправиться,отправляюсь,буду отправляться,отправлялся(ась),отправился(ась),отправлюсь,отправлюсь,отправившись,отправляйся,отправимся,пассив: действие «отправляться» направлено на субъект,заставить / разрешить: отправиться,быть вынужденным: отправиться,出発,出発,する,suru,す|る,su|ru,し,shi,し,shi,すれ,sure,す|れ,su|re,して,shite,し|て,shi|te,した,shita,し|た,shi|ta,でき,deki,でき,deki,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,しろ,shiro,し|ろ,shi|ro,しよう,shiyou,し|よ|う,shi|yo|u,shi|su|deki|sa,,,,
shoukaisuru,紹介する,しょうかいする,shoukaisuru,представлять; знакомить,N3,suru,shoukaisu,紹介し,紹介した,紹介して,紹介しない,紹介すれば,紹介したら,紹介できる,,紹介される,紹介させる,紹介させられる,紹介しろ,紹介するな,紹介しよう,紹介したい,紹介しなければ,紹介しなきゃ,紹介しなくちゃ,представлять / знакомить,представить / познакомить,представляю / знакомлю,буду представлять / знакомить,представлял(а) / знакомил(а),представил(а) / познакомил(а),представлю / познакомлю,представлю / познакомлю,представив / познакомив,представь / познакомь,представим / познакомим,пассив: действие «представлять / знакомить» направлено на субъект,заставить / разрешить: представить / познакомить,быть вынужденным: представить / познакомить,紹介,紹介,する,suru,す|る,su|ru,し,shi,し,shi,すれ,sure,す|れ,su|re,して,shite,し|て,shi|te,した,shita,し|た,shi|ta,でき,deki,でき,deki,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,しろ,shiro,し|ろ,shi|ro,しよう,shiyou,し|よ|う,shi|yo|u,shi|su|deki|sa,,,,
shoujiru,生じる,しょうじる,shoujiru,возникать; появляться,N3,ichidan,shouji,生じ,生じた,生じて,生じない,生じれば,生じたら,生じられる,生じれる,生じられる,生じさせる,生じさせられる,生じろ,生じるな,生じよう,生じたい,生じなければ,生じなきゃ,生じなくちゃ,возникать / появляться,возникнуть / появиться,возникает / появляется,буду возникать / появляться,возникало / появлялось,возникло / появилось,возникнет / появится,возникнет / появится,возникнув / появившись,—,—,пассив: действие «возникать / появляться» направлено на субъект,заставить / разрешить: возникнуть / появиться,быть вынужденным: возникнуть / появиться,生じ,生じ,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re
shinjiru,信じる,しんじる,shinjiru,верить,N3,ichidan,shinji,信じ,信じた,信じて,信じない,信じれば,信じたら,信じられる,信じれる,信じられる,信じさせる,信じさせられる,信じろ,信じるな,信じよう,信じたい,信じなければ,信じなきゃ,信じなくちゃ,верить,поверить,верю,буду верить,верил(а),поверил(а),поверю,поверю,поверив,поверь,поверим,быть подвергнутым действию «верить»,заставить / разрешить: поверить,быть вынужденным: поверить,信じ,信じ,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re
shinpaisuru,心配する,しんぱいする,shinpaisuru,беспокоиться,N3,suru,shinpaisu,心配し,心配した,心配して,心配しない,心配すれば,心配したら,心配できる,,心配される,心配させる,心配させられる,心配しろ,心配するな,心配しよう,心配したい,心配しなければ,心配しなきゃ,心配しなくちゃ,беспокоиться,побеспокоиться,беспокоюсь,буду беспокоиться,беспокоился(ась),побеспокоился(ась),побеспокоюсь,побеспокоюсь,побеспокоившись,не беспокойся,не побеспокоимся,пассив: действие «беспокоиться» направлено на субъект,заставить / разрешить: побеспокоиться,быть вынужденным: побеспокоиться,心配,心配,する,suru,す|る,su|ru,し,shi,し,shi,すれ,sure,す|れ,su|re,して,shite,し|て,shi|te,した,shita,し|た,shi|ta,でき,deki,でき,deki,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,しろ,shiro,し|ろ,shi|ro,しよう,shiyou,し|よ|う,shi|yo|u,shi|su|deki|sa,,,,
junbisuru,準備する,じゅんびする,junbisuru,готовиться; подготавливать,N3,suru,junbisu,準備し,準備した,準備して,準備しない,準備すれば,準備したら,準備できる,,準備される,準備させる,準備させられる,準備しろ,準備するな,準備しよう,準備したい,準備しなければ,準備しなきゃ,準備しなくちゃ,готовиться / подготавливать,подготовиться / подготовить,готовлюсь / подготавливаю,буду готовиться / подготавливать,готовился(ась) / подготавливал(а),подготовился(ась) / подготовил(а),подготовлюсь / подготовлю,подготовлюсь / подготовлю,подготовившись / подготовив,подготовься / подготовь,подготовимся / подготовим,пассив: действие «готовиться / подготавливать» направлено на субъект,заставить / разрешить: подготовиться / подготовить,быть вынужденным: подготовиться / подготовить,準備,準備,する,suru,す|る,su|ru,し,shi,し,shi,すれ,sure,す|れ,su|re,して,shite,し|て,shi|te,した,shita,し|た,shi|ta,でき,deki,でき,deki,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,しろ,shiro,し|ろ,shi|ro,しよう,shiyou,し|よ|う,shi|yo|u,shi|su|deki|sa,,,,
sukuu,救う,すくう,sukuu,спасать,N3,godan-u,suku,救い,救った,救って,救わない,救えば,救ったら,救える,,救われる,救わせる,救わせられる,救え,救うな,救おう,救いたい,救わなければ,救わなきゃ,救わなくちゃ,спасать,спасти,спасаю,буду спасать,спасал(а),спас(ла),спасу,спасу,спасши,спаси,спасём,быть подвергнутым действию «спасать»,заставить / разрешить: спасти,быть вынужденным: спасти,救,救,う,u,う,u,い,i,わ,wa,え,e,え,e,って,tte,って,tte,った,tta,った,tta,え,e,え,e,われ,ware,わ|れ,wa|re,わせ,wase,わ|せ,wa|se,わせられ,waserare,わ|せ|ら|れ,wa|se|ra|re,え,e,え,e,おう,ou,お|う,o|u,wa|i|e|o,,,,
sugureru,優れる,すぐれる,sugureru,превосходить; отличаться качеством,N3,ichidan,sugure,優れ,優れた,優れて,優れない,優れれば,優れたら,優れられる,優れれる,優れられる,優れさせる,優れさせられる,優れろ,優れるな,優れよう,優れたい,優れなければ,優れなきゃ,優れなくちゃ,превосходить,превзойти,превосходит,буду превосходить,превосходил(а),превзошёл(ла),превзойдёт,превзойдёт,превзойдя,—,—,пассив: действие «превосходить» направлено на субъект,заставить / разрешить: превзойти,быть вынужденным: превзойти,優れ,優れ,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re
